state,county,region,metro,population,income_per_cap,unemployment,land_area
Georgia,Wilkinson,South,Nonmetro,9386,18037,7.3,447.31
Georgia,Worth,South,Metro,21156,18762,9.8,570.7
Hawaii,Hawaii,West,Nonmetro,191482,24548,8.1,4028.42
Hawaii,Honolulu,West,Metro,984178,31041,5.6,600.74
Hawaii,Kalawao,West,Metro,85,46769,0,11.99
Hawaii,Kauai,West,Nonmetro,69691,27441,5.4,619.96
Hawaii,Maui,West,Metro,160863,29664,6.9,1161.52
Idaho,Ada,West,Metro,417501,28851,6.6,1052.58
Idaho,Adams,West,Nonmetro,3880,21219,11.3,1363.06
Idaho,Bannock,West,Metro,83604,21598,7.2,1111.99
Idaho,Bear Lake,West,Nonmetro,5939,22959,3.3,974.79
Idaho,Benewah,West,Nonmetro,9088,20937,10.1,776.62
Idaho,Bingham,West,Nonmetro,45407,20164,7.1,2093.98
Idaho,Blaine,West,Nonmetro,21309,34208,4.1,2643.59
Idaho,Boise,West,Metro,6885,27276,10.5,1899.24
Idaho,Bonner,West,Nonmetro,41066,23981,6.2,1734.57
Idaho,Bonneville,West,Metro,107788,23926,5.6,1866.08
Idaho,Boundary,West,Nonmetro,10961,20795,4.7,1268.56
Idaho,Butte,West,Metro,2653,21982,6.8,2231.67
Idaho,Camas,West,Nonmetro,1052,24588,5.8,1074.49
Idaho,Canyon,West,Metro,198921,17915,9.4,587.37
Idaho,Caribou,West,Nonmetro,6808,25172,1.5,1764.15
Idaho,Cassia,West,Nonmetro,23369,18227,5.7,2565.08
Idaho,Clark,West,Nonmetro,901,15151,3.9,1764.19
Idaho,Clearwater,West,Nonmetro,8560,20079,7.3,2457.27
Idaho,Custer,West,Nonmetro,4234,22861,3.3,4920.94
Idaho,Elmore,West,Nonmetro,26175,21326,8.4,3074.74
Idaho,Franklin,West,Metro,12914,18855,5,663.65
Idaho,Fremont,West,Nonmetro,12945,20302,6,1863.53
Idaho,Gem,West,Metro,16731,19726,14.2,560.9
Idaho,Gooding,West,Nonmetro,15233,19688,3.8,728.97
Idaho,Idaho,West,Nonmetro,16312,19611,6.4,8477.35
Idaho,Jefferson,West,Metro,26792,19501,6.1,1093.5
Idaho,Jerome,West,Nonmetro,22653,17708,6.6,597.19
Idaho,Kootenai,West,Metro,145046,25744,7.9,1244.13
Idaho,Latah,West,Nonmetro,38339,22766,7.6,1076
Idaho,Lemhi,West,Nonmetro,7790,22134,6.1,4563.39
Idaho,Lewis,West,Nonmetro,3812,21152,6.5,478.8
Idaho,Lincoln,West,Nonmetro,5260,17204,6,1201.41
Idaho,Madison,West,Nonmetro,37916,14653,10.2,469.21
Idaho,Minidoka,West,Nonmetro,20279,20674,4.8,757.59
Idaho,Nez Perce,West,Metro,39779,25177,6.1,848.09
Idaho,Oneida,West,Nonmetro,4245,20089,6.7,1200.06
Idaho,Owyhee,West,Metro,11364,16854,11.7,7665.51
Idaho,Payette,West,Nonmetro,22700,20689,10.1,406.87
Idaho,Power,West,Nonmetro,7731,18877,9.4,1404.24
Idaho,Shoshone,West,Nonmetro,12571,21254,11.8,2629.67
Idaho,Teton,West,Nonmetro,10285,24118,8.5,449.46
Idaho,Twin Falls,West,Nonmetro,80004,21553,5.9,1921.21
Idaho,Valley,West,Nonmetro,9720,23962,5.7,3664.52
Idaho,Washington,West,Nonmetro,10025,18343,9.7,1452.98
Illinois,Adams,North Central,Nonmetro,67081,24380,6.8,855.2
Illinois,Alexander,North Central,Metro,7364,14729,13.9,235.51
Illinois,Bond,North Central,Metro,17313,22867,6.4,380.28
Illinois,Boone,North Central,Metro,53851,26170,9.7,280.72
Illinois,Brown,North Central,Nonmetro,6859,21065,5.4,305.61
Illinois,Bureau,North Central,Nonmetro,34115,27304,7.6,869.03
Illinois,Calhoun,North Central,Metro,4999,26407,5.4,253.83
Illinois,Carroll,North Central,Nonmetro,14926,26493,8.1,444.81
Illinois,Cass,North Central,Nonmetro,13254,24262,8.5,375.82
Illinois,Champaign,North Central,Metro,205766,26078,6.5,996.27
Illinois,Christian,North Central,Nonmetro,34200,23263,5.4,709.38
Illinois,Clark,North Central,Nonmetro,16159,25744,8.5,501.42
Illinois,Clay,North Central,Nonmetro,13582,22797,6.7,468.32
Illinois,Clinton,North Central,Metro,37929,28839,4.9,474.09
Illinois,Coles,North Central,Nonmetro,53037,23525,9.7,508.29
Illinois,Cook,North Central,Metro,5236393,31013,10.7,945.33
Illinois,Crawford,North Central,Nonmetro,19541,26351,6.8,443.63
Illinois,Cumberland,North Central,Nonmetro,10943,22596,7.4,346.02
Illinois,DeKalb,North Central,Metro,104345,24025,10.4,631.31
Illinois,De Witt,North Central,Metro,16388,29100,7.7,397.51
Illinois,Douglas,North Central,Nonmetro,19826,25455,6.1,416.67
Illinois,DuPage,North Central,Metro,930412,39336,7,327.5
Illinois,Edgar,North Central,Nonmetro,17992,25389,9.6,623.37
Illinois,Edwards,North Central,Nonmetro,6649,22885,8.3,222.42
Illinois,Effingham,North Central,Nonmetro,34332,26775,5.4,478.78
Illinois,Fayette,North Central,Nonmetro,22136,21472,10.4,716.48
Illinois,Ford,North Central,Metro,13835,26010,8.6,485.62
Illinois,Franklin,North Central,Nonmetro,39694,21625,10,408.89
Illinois,Fulton,North Central,Nonmetro,36323,22651,7.9,865.6
Illinois,Gallatin,North Central,Nonmetro,5385,22125,7.5,323.07
Illinois,Greene,North Central,Nonmetro,13502,22105,9.4,543.02
Illinois,Grundy,North Central,Metro,50277,29622,7.8,418.04
Illinois,Hamilton,North Central,Nonmetro,8322,24110,4.5,434.67
Illinois,Hancock,North Central,Nonmetro,18738,25085,6.8,793.73
Illinois,Hardin,North Central,Nonmetro,4228,21415,18.1,177.53
Illinois,Henderson,North Central,Nonmetro,7042,26603,7,378.87
Illinois,Henry,North Central,Metro,49883,27402,5.8,822.99
Illinois,Iroquois,North Central,Nonmetro,29053,25565,7.5,1117.32
Illinois,Jackson,North Central,Metro,59534,21147,10.4,584.08
Illinois,Jasper,North Central,Nonmetro,9635,25303,5.5,494.51
Illinois,Jefferson,North Central,Nonmetro,38578,22975,9.2,571.17
Illinois,Jersey,North Central,Metro,22625,25901,8,369.27
Illinois,Jo Daviess,North Central,Nonmetro,22397,29362,5.6,601.09
Illinois,Johnson,North Central,Nonmetro,12829,20014,10.3,343.92
Illinois,Kane,North Central,Metro,524886,31056,7.6,520.06
Illinois,Kankakee,North Central,Metro,112221,24449,9.8,676.56
Illinois,Kendall,North Central,Metro,120036,31053,6,320.34
Illinois,Knox,North Central,Nonmetro,52112,22241,7.4,716.4
Illinois,Lake,North Central,Metro,702898,39299,7.9,443.67
Illinois,LaSalle,North Central,Nonmetro,112579,25755,9.8,1135.12
Illinois,Lawrence,North Central,Nonmetro,16665,14468,6.1,372.18
Illinois,Lee,North Central,Nonmetro,35027,25363,7.5,724.9
Illinois,Livingston,North Central,Nonmetro,37689,25769,6.3,1044.29
Illinois,Logan,North Central,Nonmetro,29956,21786,7.8,618.06
Illinois,McDonough,North Central,Nonmetro,32009,21664,9.4,589.41
Illinois,McHenry,North Central,Metro,307357,33735,8,603.17
Illinois,McLean,North Central,Metro,173114,31305,5.5,1183.38
Illinois,Macon,North Central,Metro,109193,26895,10.5,580.69
Illinois,Macoupin,North Central,Metro,46844,25962,9.6,862.91
Illinois,Madison,North Central,Metro,267356,28337,8.9,715.58
Illinois,Marion,North Central,Nonmetro,38665,22808,9.6,572.36
Illinois,Marshall,North Central,Metro,12173,27739,6.5,386.79
Illinois,Mason,North Central,Nonmetro,14126,24173,9.5,539.24
Illinois,Massac,North Central,Nonmetro,15016,22927,8.8,237.22
Illinois,Menard,North Central,Metro,12611,30578,5.7,314.44
Illinois,Mercer,North Central,Metro,16107,26823,6.2,561.2
Illinois,Monroe,North Central,Metro,33539,32889,5.2,385.01
Illinois,Montgomery,North Central,Nonmetro,29348,19866,5.4,703.69
Illinois,Morgan,North Central,Nonmetro,35129,24586,8.3,568.79
Illinois,Moultrie,North Central,Nonmetro,14927,25053,4.9,335.94
Illinois,Ogle,North Central,Nonmetro,52397,27451,8,758.57
Illinois,Peoria,North Central,Metro,187112,28610,8.7,619.21
Illinois,Perry,North Central,Nonmetro,21810,21720,8,441.76
Illinois,Piatt,North Central,Metro,16495,32724,6.3,439.2
Illinois,Pike,North Central,Nonmetro,16144,21594,5.6,831.38
Illinois,Pope,North Central,Nonmetro,4331,21131,10,368.77
Illinois,Pulaski,North Central,Nonmetro,5871,18923,16.2,199.19
Illinois,Putnam,North Central,Nonmetro,5822,29918,9.9,160.16
Illinois,Randolph,North Central,Nonmetro,33069,22895,6.7,575.5
Illinois,Richland,North Central,Nonmetro,16127,23498,5.4,359.99
Illinois,Rock Island,North Central,Metro,147161,26391,7.9,427.64
Illinois,St. Clair,North Central,Metro,267029,26738,8.9,657.76
Illinois,Saline,North Central,Nonmetro,24783,21175,13,379.82
Illinois,Sangamon,North Central,Metro,199016,31024,7.9,868.3
Illinois,Schuyler,North Central,Nonmetro,7311,24077,5.3,437.27
Illinois,Scott,North Central,Nonmetro,5198,24978,9.4,250.91
Illinois,Shelby,North Central,Nonmetro,22115,23697,6.2,758.52
Illinois,Stark,North Central,Metro,5859,27148,7.7,288.08
Illinois,Stephenson,North Central,Nonmetro,46625,24253,9.9,564.52
Illinois,Tazewell,North Central,Metro,135697,29718,5.5,648.97
Illinois,Union,North Central,Nonmetro,17551,23140,7,413.46
Illinois,Vermilion,North Central,Metro,80368,22233,10.7,898.37
Illinois,Wabash,North Central,Nonmetro,11652,24155,8.7,223.25
Illinois,Warren,North Central,Nonmetro,17701,22876,9.2,542.41
Illinois,Washington,North Central,Nonmetro,14457,28683,5.5,562.57
Illinois,Wayne,North Central,Nonmetro,16555,23869,5.3,713.81
Illinois,White,North Central,Nonmetro,14464,25534,8.8,494.77
Illinois,Whiteside,North Central,Nonmetro,57525,25490,8.1,684.25
Illinois,Will,North Central,Metro,683995,31310,7.8,836.91
Illinois,Williamson,North Central,Metro,67121,24669,7,420.15
Illinois,Winnebago,North Central,Metro,290439,25198,11.5,513.36
Illinois,Woodford,North Central,Metro,39106,30804,5.9,527.8
Indiana,Adams,North Central,Nonmetro,34642,21274,6.2,339.03
Indiana,Allen,North Central,Metro,363453,25770,8,657.31
Indiana,Bartholomew,North Central,Metro,79488,27987,5.4,406.91
Indiana,Benton,North Central,Metro,8752,22526,5.3,406.42
Indiana,Blackford,North Central,Nonmetro,12476,20534,9.8,165.08
Indiana,Boone,North Central,Metro,60511,38038,3.7,422.91
Indiana,Brown,North Central,Metro,15011,29903,6.2,311.98
Indiana,Carroll,North Central,Metro,20014,25365,8.2,372.22
Indiana,Cass,North Central,Nonmetro,38476,22125,8.7,412.16
Indiana,Clark,North Central,Metro,113181,25470,6.8,372.86
Indiana,Clay,North Central,Metro,26686,21856,7.8,357.54
Indiana,Clinton,North Central,Nonmetro,32835,22337,7.3,405.07
Indiana,Crawford,North Central,Nonmetro,10591,18835,6.6,305.64
Indiana,Daviess,North Central,Nonmetro,32411,21101,5.4,429.49
Indiana,Dearborn,North Central,Metro,49679,27907,8.1,305.03
Indiana,Decatur,North Central,Nonmetro,26240,23346,6.3,372.57
Indiana,DeKalb,North Central,Nonmetro,42449,24016,7.5,362.82
Indiana,Delaware,North Central,Metro,117335,21179,10.1,392.12
Indiana,Dubois,North Central,Nonmetro,42291,25972,3.3,427.27
Indiana,Elkhart,North Central,Metro,200685,21817,7.4,463.17
Indiana,Fayette,North Central,Nonmetro,23773,20508,12.1,215.01
Indiana,Floyd,North Central,Metro,75900,28116,7.3,147.94
Indiana,Fountain,North Central,Nonmetro,16888,24619,8.6,395.66
Indiana,Franklin,North Central,Nonmetro,22935,24032,6.4,384.43
Indiana,Fulton,North Central,Nonmetro,20527,22807,6,368.39
Indiana,Gibson,North Central,Nonmetro,33668,24682,4.3,487.49
Indiana,Grant,North Central,Nonmetro,68896,20440,8.8,414.07
Indiana,Greene,North Central,Nonmetro,32815,22767,7,542.5
Indiana,Hamilton,North Central,Metro,296635,41316,4.3,394.27
Indiana,Hancock,North Central,Metro,71328,29058,5.5,306.02
Indiana,Harrison,North Central,Metro,39230,24460,7.9,484.52
Indiana,Hendricks,North Central,Metro,153435,30364,5.3,406.91
Indiana,Henry,North Central,Nonmetro,49146,21286,10.6,391.88
Indiana,Howard,North Central,Metro,82765,24297,9.2,293.06
Indiana,Huntington,North Central,Nonmetro,36863,22606,7.4,382.65
Indiana,Jackson,North Central,Nonmetro,43471,22421,7.3,509.31
Indiana,Jasper,North Central,Metro,33448,24614,6.3,559.63
Indiana,Jay,North Central,Nonmetro,21255,19591,8.2,383.91
Indiana,Jefferson,North Central,Nonmetro,32453,22139,9.2,360.63
Indiana,Jennings,North Central,Nonmetro,28113,21434,9.7,376.58
Indiana,Johnson,North Central,Metro,145645,28889,6.3,320.43
Indiana,Knox,North Central,Nonmetro,38062,21928,6.1,516.03
Indiana,Kosciusko,North Central,Nonmetro,77983,26011,6.5,531.38
Indiana,LaGrange,North Central,Nonmetro,38084,20413,5.5,379.62
Indiana,Lake,North Central,Metro,491596,24756,10.5,498.96
Indiana,LaPorte,North Central,Metro,111280,23499,9.8,598.3
Indiana,Lawrence,North Central,Nonmetro,45814,23404,6.3,449.17
Indiana,Madison,North Central,Metro,130280,22236,9.3,451.92
Indiana,Marion,North Central,Metro,926335,24330,10.1,396.3
Indiana,Marshall,North Central,Nonmetro,46962,22895,8.3,443.63
Indiana,Martin,North Central,Nonmetro,10262,22939,6.1,335.74
Indiana,Miami,North Central,Nonmetro,36211,21745,9.4,373.84
Indiana,Monroe,North Central,Metro,142404,24266,6.9,394.51
Indiana,Montgomery,North Central,Nonmetro,38172,22911,6.9,504.61
Indiana,Morgan,North Central,Metro,69403,26175,7.3,403.97
Indiana,Newton,North Central,Metro,14057,23154,8.9,401.76
Indiana,Noble,North Central,Nonmetro,47546,23477,8.8,410.84
Indiana,Ohio,North Central,Metro,6033,23848,7.7,86.14
Indiana,Orange,North Central,Nonmetro,19725,19660,6.8,398.39
Indiana,Owen,North Central,Metro,21192,21842,8,385.29
Indiana,Parke,North Central,Nonmetro,17107,20592,7.8,444.66
Indiana,Perry,North Central,Nonmetro,19414,20964,5.6,381.73
Indiana,Pike,North Central,Nonmetro,12687,23169,5.1,334.24
Indiana,Porter,North Central,Metro,166570,29922,7.3,418.15
Indiana,Posey,North Central,Metro,25567,29821,5.3,409.57
Indiana,Pulaski,North Central,Nonmetro,13047,22798,7,433.65
Indiana,Putnam,North Central,Metro,37650,22983,7.3,480.53
Indiana,Randolph,North Central,Nonmetro,25596,23000,7.8,452.38
Indiana,Ripley,North Central,Nonmetro,28612,23534,7.4,446.43
Indiana,Rush,North Central,Nonmetro,16991,23186,6.9,408.12
Indiana,St. Joseph,North Central,Metro,267246,24395,8.5,457.85
Indiana,Scott,North Central,Metro,23783,21385,11,190.4
Indiana,Shelby,North Central,Metro,44441,24645,8.3,411.15
Indiana,Spencer,North Central,Nonmetro,20856,24936,5.6,396.74
Indiana,Starke,North Central,Nonmetro,23117,20899,11.5,309.13
Indiana,Steuben,North Central,Nonmetro,34267,24576,6.9,308.94
Indiana,Sullivan,North Central,Metro,21111,19715,6.8,447.14
Indiana,Switzerland,North Central,Nonmetro,10500,19516,9.6,220.63
Indiana,Tippecanoe,North Central,Metro,180952,23529,6.5,499.81
Indiana,Tipton,North Central,Nonmetro,15573,25868,6.2,260.54
Indiana,Union,North Central,Metro,7299,21487,7.7,161.22
Indiana,Vanderburgh,North Central,Metro,181305,24961,6.2,233.48
Indiana,Vermillion,North Central,Metro,15860,22022,6.5,256.88
Indiana,Vigo,North Central,Metro,108268,21626,8.9,403.31
Indiana,Wabash,North Central,Nonmetro,32358,22674,7,412.43
Indiana,Warren,North Central,Nonmetro,8367,27731,5.5,364.68
Indiana,Warrick,North Central,Metro,60995,30507,5,384.82
Indiana,Washington,North Central,Metro,27930,20483,10.1,513.73
Indiana,Wayne,North Central,Nonmetro,67866,22093,9,401.74
Indiana,Wells,North Central,Metro,27796,24253,4.1,368.09
Indiana,White,North Central,Nonmetro,24388,24944,6,505.13
Indiana,Whitley,North Central,Metro,33330,26383,5.3,335.57
Iowa,Adair,North Central,Nonmetro,7426,25990,3.2,569.27
Iowa,Adams,North Central,Nonmetro,3892,26428,3.2,423.44
Iowa,Allamakee,North Central,Nonmetro,14060,26077,6,639.08
Iowa,Appanoose,North Central,Nonmetro,12669,23653,6.6,497.29
Iowa,Audubon,North Central,Nonmetro,5869,29882,2.6,442.96
Iowa,Benton,North Central,Metro,25803,29990,4.7,716.27
Iowa,Black Hawk,North Central,Metro,132496,25382,6.6,565.77
Iowa,Boone,North Central,Nonmetro,26401,26935,4.7,571.57
Iowa,Bremer,North Central,Metro,24539,30504,3.9,435.48
Iowa,Buchanan,North Central,Nonmetro,20998,29045,3.9,571.02
Iowa,Buena Vista,North Central,Nonmetro,20507,24511,3.7,574.92
Iowa,Butler,North Central,Nonmetro,14966,26498,4,580.13
Iowa,Calhoun,North Central,Nonmetro,9914,26524,4,569.97
Iowa,Carroll,North Central,Nonmetro,20629,27100,3.3,569.44
Iowa,Cass,North Central,Nonmetro,13590,25868,3.2,564.27
Iowa,Cedar,North Central,Nonmetro,18375,27879,3,579.44
Iowa,Cerro Gordo,North Central,Nonmetro,43481,28270,4.4,568.31
Iowa,Cherokee,North Central,Nonmetro,11853,27934,3.7,576.91
Iowa,Chickasaw,North Central,Nonmetro,12244,26981,3.8,504.38
Iowa,Clarke,North Central,Nonmetro,9280,22586,5,431.17
Iowa,Clay,North Central,Nonmetro,16537,27138,3.8,567.24
Iowa,Clayton,North Central,Nonmetro,17806,26124,4.2,778.54
Iowa,Clinton,North Central,Nonmetro,48365,27255,4.8,694.92
Iowa,Crawford,North Central,Nonmetro,17252,23344,4.8,714.19
Iowa,Dallas,North Central,Metro,74892,37669,2.6,588.45
Iowa,Davis,North Central,Nonmetro,8742,23867,4.2,502.19
Iowa,Decatur,North Central,Nonmetro,8249,19493,7.5,531.88
Iowa,Delaware,North Central,Nonmetro,17507,27563,3.6,577.76
Iowa,Des Moines,North Central,Nonmetro,40208,24614,6.3,416.12
Iowa,Dickinson,North Central,Nonmetro,16967,34218,3.8,380.61
Iowa,Dubuque,North Central,Metro,95906,27096,4.3,608.31
Iowa,Emmet,North Central,Nonmetro,9917,27707,4.6,395.88
Iowa,Fayette,North Central,Nonmetro,20589,24513,5.1,730.81
Iowa,Floyd,North Central,Nonmetro,16050,25918,3.5,500.63
Iowa,Franklin,North Central,Nonmetro,10489,25417,4.2,581.97
Iowa,Fremont,North Central,Nonmetro,7106,29060,3.7,511.15
Iowa,Greene,North Central,Nonmetro,9174,26918,5.6,569.57
Iowa,Grundy,North Central,Metro,12407,31076,3.9,501.86
Iowa,Guthrie,North Central,Metro,10740,28946,5.4,590.62
Iowa,Hamilton,North Central,Nonmetro,15297,26001,3.8,576.75
Iowa,Hancock,North Central,Nonmetro,11092,26846,1.5,571.01
Iowa,Hardin,North Central,Nonmetro,17393,26256,4.9,569.31
Iowa,Harrison,North Central,Metro,14467,26910,3.6,696.85
Iowa,Henry,North Central,Nonmetro,20080,23439,5.1,434.33
Iowa,Howard,North Central,Nonmetro,9494,25804,3.4,473.25
Iowa,Humboldt,North Central,Nonmetro,9674,27814,4.8,434.35
Iowa,Ida,North Central,Nonmetro,7071,28398,3.7,431.51
Iowa,Iowa,North Central,Nonmetro,16344,29022,1.8,586.46
Iowa,Jackson,North Central,Nonmetro,19572,25546,4.4,636.04
Iowa,Jasper,North Central,Nonmetro,36726,26138,5.4,730.42
Iowa,Jefferson,North Central,Nonmetro,17318,25209,6.4,435.51
Iowa,Johnson,North Central,Metro,139436,31271,3.5,614.04
Iowa,Jones,North Central,Metro,20560,26937,5,575.62
Iowa,Keokuk,North Central,Nonmetro,10291,23076,5.1,579.18
Iowa,Kossuth,North Central,Nonmetro,15280,28952,2.1,972.72
Iowa,Lee,North Central,Nonmetro,35369,22746,8.7,517.52
Iowa,Linn,North Central,Metro,216640,30829,4.8,716.88
Iowa,Louisa,North Central,Nonmetro,11271,26176,4.8,401.77
Iowa,Lucas,North Central,Nonmetro,8731,23512,5.8,430.59
Iowa,Lyon,North Central,Nonmetro,11723,26777,2.4,587.65
Iowa,Madison,North Central,Metro,15644,28922,5.7,561.01
Iowa,Mahaska,North Central,Nonmetro,22396,25228,8,570.86
Iowa,Marion,North Central,Nonmetro,33248,26280,4,554.53
Iowa,Marshall,North Central,Nonmetro,40962,24648,6.3,572.5
Iowa,Mills,North Central,Metro,14862,28280,3.8,437.44
Iowa,Mitchell,North Central,Nonmetro,10762,25706,3.2,469.13
Iowa,Monona,North Central,Nonmetro,9088,24730,5.5,694.07
Iowa,Monroe,North Central,Nonmetro,8002,25753,6.2,433.72
Iowa,Montgomery,North Central,Nonmetro,10465,23445,9.6,424.1
Iowa,Muscatine,North Central,Nonmetro,42913,25503,4.6,437.47
Iowa,O'Brien,North Central,Nonmetro,14092,30600,2.8,573.04
Iowa,Osceola,North Central,Nonmetro,6211,25306,3.3,398.68
Iowa,Page,North Central,Nonmetro,15660,23617,5.1,534.94
Iowa,Palo Alto,North Central,Nonmetro,9208,26154,2.9,563.84
Iowa,Plymouth,North Central,Metro,24853,27991,3.4,862.89
Iowa,Pocahontas,North Central,Nonmetro,7127,26406,4.9,577.24
Iowa,Polk,North Central,Metro,452369,31291,5.8,573.8
Iowa,Pottawattamie,North Central,Metro,93213,27057,5,950.28
Iowa,Poweshiek,North Central,Nonmetro,18705,26018,4.8,584.93
Iowa,Ringgold,North Central,Nonmetro,5061,26557,4.8,535.5
Iowa,Sac,North Central,Nonmetro,10101,26991,4,575.01
Iowa,Scott,North Central,Metro,169994,29391,5.4,458.09
Iowa,Shelby,North Central,Nonmetro,11992,27695,2.9,590.78
Iowa,Sioux,North Central,Nonmetro,34509,26029,1.8,768.33
Iowa,Story,North Central,Metro,93586,25589,5.5,572.82
Iowa,Tama,North Central,Nonmetro,17479,26432,5.6,721.01
Iowa,Taylor,North Central,Nonmetro,6213,23821,4.4,531.9
Iowa,Union,North Central,Nonmetro,12575,24022,5.4,423.65
Iowa,Van Buren,North Central,Nonmetro,7432,23268,6.6,484.79
Iowa,Wapello,North Central,Nonmetro,35315,22716,8,431.83
Iowa,Warren,North Central,Metro,47542,30086,4.8,569.83
Iowa,Washington,North Central,Metro,22017,27228,4.2,568.84
Iowa,Wayne,North Central,Nonmetro,6384,23009,4.3,525.44
Iowa,Webster,North Central,Nonmetro,37295,23718,8.4,715.62
Iowa,Winnebago,North Central,Nonmetro,10614,25021,6.2,400.49
Iowa,Winneshiek,North Central,Nonmetro,20884,26211,3,689.87
Iowa,Woodbury,North Central,Metro,102530,23630,5.2,872.83
Iowa,Worth,North Central,Nonmetro,7563,24734,4.7,400.12
Iowa,Wright,North Central,Nonmetro,12936,26316,5.7,580.42
Kansas,Allen,North Central,Nonmetro,13081,20671,7,500.3
Kansas,Anderson,North Central,Nonmetro,7896,21226,5.9,579.65
Kansas,Atchison,North Central,Nonmetro,16633,21677,7.3,431.17
Kansas,Barber,North Central,Nonmetro,4770,28174,3.1,1134.07
Kansas,Barton,North Central,Nonmetro,27399,24338,6.8,895.4
Kansas,Bourbon,North Central,Nonmetro,14812,20783,3.3,635.47
Kansas,Brown,North Central,Nonmetro,9880,22600,4.5,570.87
Kansas,Butler,North Central,Metro,66092,27647,5.6,1429.86
Kansas,Chase,North Central,Nonmetro,2722,23459,2.9,773.06
Kansas,Chautauqua,North Central,Nonmetro,3520,23584,5.1,638.88
Kansas,Cherokee,North Central,Nonmetro,20952,19809,5.8,587.57
Kansas,Cheyenne,North Central,Nonmetro,2682,26626,1.9,1019.89
Kansas,Clark,North Central,Nonmetro,2145,25106,1.4,974.63
Kansas,Clay,North Central,Nonmetro,8421,26807,1.9,645.3
Kansas,Cloud,North Central,Nonmetro,9339,22441,6.8,715.34
Kansas,Coffey,North Central,Nonmetro,8458,29382,5.1,626.95
Kansas,Comanche,North Central,Nonmetro,2010,23661,5.4,788.3
Kansas,Cowley,North Central,Nonmetro,36079,21950,7,1125.75
Kansas,Crawford,North Central,Nonmetro,39304,20346,5.6,589.76
Kansas,Decatur,North Central,Nonmetro,2905,29891,3.8,893.52
Kansas,Dickinson,North Central,Nonmetro,19516,24430,6.7,847.07
Kansas,Doniphan,North Central,Metro,7859,23471,5.8,393.41
Kansas,Douglas,North Central,Metro,114967,27611,6,455.87
Kansas,Edwards,North Central,Nonmetro,2991,25584,2,621.89
Kansas,Elk,North Central,Nonmetro,2683,21764,5.3,644.27
Kansas,Ellis,North Central,Nonmetro,28993,26098,4.5,899.91
Kansas,Ellsworth,North Central,Nonmetro,6410,24102,4.3,715.85
Kansas,Finney,North Central,Nonmetro,37133,22145,4.6,1301.97
Kansas,Ford,North Central,Nonmetro,34714,20619,6.4,1098.27
Kansas,Franklin,North Central,Nonmetro,25753,24567,6.9,571.76
Kansas,Geary,North Central,Nonmetro,36787,21450,9.2,384.62
Kansas,Gove,North Central,Nonmetro,2735,25484,1.9,1071.67
Kansas,Graham,North Central,Nonmetro,2593,28233,2.4,898.52
Kansas,Grant,North Central,Nonmetro,7816,25195,7.3,574.8
Kansas,Gray,North Central,Nonmetro,6065,26131,2.9,868.87
Kansas,Greeley,North Central,Nonmetro,1224,25994,2.1,778.45
Kansas,Greenwood,North Central,Nonmetro,6393,23335,3.5,1143.3
Kansas,Hamilton,North Central,Nonmetro,2586,22250,2.3,996.51
Kansas,Harper,North Central,Nonmetro,5861,24640,3.7,801.27
Kansas,Harvey,North Central,Metro,34835,24453,4.4,539.75
Kansas,Haskell,North Central,Nonmetro,4130,24362,3.9,577.52
Kansas,Hodgeman,North Central,Nonmetro,1939,31547,2.5,859.99
Kansas,Jackson,North Central,Metro,13400,25038,4.4,656.22
Kansas,Jefferson,North Central,Metro,18898,26227,6.9,532.57
Kansas,Jewell,North Central,Nonmetro,3038,23002,2.5,909.78
Kansas,Johnson,North Central,Metro,566814,40331,4.5,473.38
Kansas,Kearny,North Central,Nonmetro,3952,23884,1.8,870.54
Kansas,Kingman,North Central,Metro,7790,24998,5.7,863.36
Kansas,Kiowa,North Central,Nonmetro,2536,24116,4,722.64
Kansas,Labette,North Central,Nonmetro,21048,21006,5.3,645.3
Kansas,Lane,North Central,Nonmetro,1674,31458,2.4,717.46
Kansas,Leavenworth,North Central,Metro,78227,27138,5.9,462.83
Kansas,Lincoln,North Central,Nonmetro,3154,24953,6.5,719.4
Kansas,Linn,North Central,Metro,9528,26519,8.3,594.06
Kansas,Logan,North Central,Nonmetro,2793,28974,3.9,1072.99
Kansas,Lyon,North Central,Nonmetro,33462,20943,7.2,847.47
Kansas,McPherson,North Central,Nonmetro,29252,28396,3.1,898.27
Kansas,Marion,North Central,Nonmetro,12290,23642,5,944.29
Kansas,Marshall,North Central,Nonmetro,10005,26313,3,900.18
Kansas,Meade,North Central,Nonmetro,4383,23446,2.8,978.09
Kansas,Miami,North Central,Metro,32688,29413,5.6,575.66
Kansas,Mitchell,North Central,Nonmetro,6296,27555,2.6,701.79
Kansas,Montgomery,North Central,Nonmetro,34184,20864,8.7,643.53
Kansas,Morris,North Central,Nonmetro,5750,23928,3.2,695.28
Kansas,Morton,North Central,Nonmetro,3106,22297,5.8,729.73
Kansas,Nemaha,North Central,Nonmetro,10159,26041,1.7,717.43
Kansas,Neosho,North Central,Nonmetro,16423,22354,4.7,571.47
Kansas,Ness,North Central,Nonmetro,3077,29968,2.7,1074.75
Kansas,Norton,North Central,Nonmetro,5590,23702,1.7,878.13
Kansas,Osage,North Central,Metro,16080,24243,8.2,705.52
Kansas,Osborne,North Central,Nonmetro,3782,27132,4,892.5
