state,county,region,metro,population,income_per_cap,unemployment,land_area
Minnesota,Pipestone,North Central,Nonmetro,9354,26842,4.2,465.06
Minnesota,Polk,North Central,Metro,31547,26766,4.6,1971.13
Minnesota,Pope,North Central,Nonmetro,10948,30071,4.1,669.71
Minnesota,Ramsey,North Central,Metro,527411,30333,7.1,152.21
Minnesota,Red Lake,North Central,Nonmetro,4061,25183,3.5,432.41
Minnesota,Redwood,North Central,Nonmetro,15723,25716,4,878.57
Minnesota,Renville,North Central,Nonmetro,15171,28698,5,982.91
Minnesota,Rice,North Central,Nonmetro,64886,26660,5.6,495.68
Minnesota,Rock,North Central,Nonmetro,9563,26065,3.7,482.46
Minnesota,Roseau,North Central,Nonmetro,15615,26698,2.7,1671.6
Minnesota,St. Louis,North Central,Metro,200506,27190,6.9,6247.4
Minnesota,Scott,North Central,Metro,137322,36180,4.6,356.48
Minnesota,Sherburne,North Central,Metro,90401,29923,5.2,432.92
Minnesota,Sibley,North Central,Metro,15021,27493,5.5,588.78
Minnesota,Stearns,North Central,Metro,152595,27135,5,1343.13
Minnesota,Steele,North Central,Nonmetro,36523,28087,4.9,429.65
Minnesota,Stevens,North Central,Nonmetro,9771,25739,3.1,563.6
Minnesota,Swift,North Central,Nonmetro,9525,27202,3.9,742.08
Minnesota,Todd,North Central,Nonmetro,24466,23808,5.1,944.98
Minnesota,Traverse,North Central,Nonmetro,3429,29120,2.9,573.9
Minnesota,Wabasha,North Central,Metro,21381,30468,3.6,522.98
Minnesota,Wadena,North Central,Nonmetro,13759,22002,5.2,536.27
Minnesota,Waseca,North Central,Nonmetro,19076,26457,4.6,423.36
Minnesota,Washington,North Central,Metro,246670,38461,4.8,384.28
Minnesota,Watonwan,North Central,Nonmetro,11054,25973,2.9,434.95
Minnesota,Wilkin,North Central,Nonmetro,6526,26862,2,750.96
Minnesota,Winona,North Central,Nonmetro,51213,24660,6.2,626.21
Minnesota,Wright,North Central,Metro,128691,30238,5.2,661.46
Minnesota,Yellow Medicine,North Central,Nonmetro,10092,26885,3.4,759.1
Mississippi,Adams,South,Nonmetro,31979,17669,11.3,462.41
Mississippi,Alcorn,South,Nonmetro,37319,19467,9,400.04
Mississippi,Amite,South,Nonmetro,12840,17635,12.7,730.1
Mississippi,Attala,South,Nonmetro,19175,20604,12.6,734.98
Mississippi,Benton,South,Metro,8470,19935,17.1,406.62
Mississippi,Bolivar,South,Nonmetro,33803,15751,15.3,876.57
Mississippi,Calhoun,South,Nonmetro,14789,17434,10.1,586.57
Mississippi,Carroll,South,Nonmetro,10338,20627,11.9,628.24
Mississippi,Chickasaw,South,Nonmetro,17391,17538,12.2,501.78
Mississippi,Choctaw,South,Nonmetro,8354,17464,14.2,418.18
Mississippi,Claiborne,South,Nonmetro,9330,12229,17.5,487.41
Mississippi,Clarke,South,Nonmetro,16362,20071,11.7,691.55
Mississippi,Clay,South,Nonmetro,20279,18405,16.2,410.08
Mississippi,Coahoma,South,Nonmetro,25254,15393,20.3,552.44
Mississippi,Copiah,South,Metro,28921,17762,14.3,777.24
Mississippi,Covington,South,Nonmetro,19471,16245,13.7,413.79
Mississippi,DeSoto,South,Metro,168586,26085,7.6,476.15
Mississippi,Forrest,South,Metro,76267,19897,13.1,466.31
Mississippi,Franklin,South,Nonmetro,7857,22098,8.9,563.78
Mississippi,George,South,Nonmetro,23104,21413,9,478.71
Mississippi,Greene,South,Nonmetro,14129,15728,12.6,712.76
Mississippi,Grenada,South,Nonmetro,21591,19138,9.4,422.11
Mississippi,Hancock,South,Metro,45627,22286,10.1,473.75
Mississippi,Harrison,South,Metro,196268,22120,9.7,573.99
Mississippi,Hinds,South,Metro,245874,20598,10.3,869.74
Mississippi,Holmes,South,Nonmetro,18772,11972,19.2,756.7
Mississippi,Humphreys,South,Nonmetro,8984,13503,26.8,418.49
Mississippi,Issaquena,South,Nonmetro,1291,12423,11.6,413.05
Mississippi,Itawamba,South,Nonmetro,23451,19483,9.3,532.79
Mississippi,Jackson,South,Metro,140676,24001,9.1,722.75
Mississippi,Jasper,South,Nonmetro,16588,18260,7.9,676.24
Mississippi,Jefferson,South,Nonmetro,7586,12601,15.9,519.93
Mississippi,Jefferson Davis,South,Nonmetro,11941,15682,12.9,408.44
Mississippi,Jones,South,Nonmetro,68276,20465,7.4,694.8
Mississippi,Kemper,South,Nonmetro,10211,14516,10.1,766.18
Mississippi,Lafayette,South,Nonmetro,51169,23227,8.4,631.71
Mississippi,Lamar,South,Metro,58885,26403,8.5,497.06
Mississippi,Lauderdale,South,Nonmetro,79832,21525,9.6,703.63
Mississippi,Lawrence,South,Nonmetro,12586,19844,10.8,430.67
Mississippi,Leake,South,Nonmetro,23153,17696,10.5,583
Mississippi,Lee,South,Nonmetro,85036,22282,7.8,449.95
Mississippi,Leflore,South,Nonmetro,31516,14563,16.3,592.54
Mississippi,Lincoln,South,Nonmetro,34765,18844,7.5,586.12
Mississippi,Lowndes,South,Nonmetro,59699,21410,12.6,505.51
Mississippi,Madison,South,Metro,100202,34478,5.4,714.51
Mississippi,Marion,South,Nonmetro,26109,19491,10.4,542.38
Mississippi,Marshall,South,Metro,36385,19047,8.4,706.19
Mississippi,Monroe,South,Nonmetro,36175,19215,10.9,765.09
Mississippi,Montgomery,South,Nonmetro,10464,17674,8.5,406.98
Mississippi,Neshoba,South,Nonmetro,29553,18572,9.8,570.14
Mississippi,Newton,South,Nonmetro,21663,20413,10.6,578.1
Mississippi,Noxubee,South,Nonmetro,11143,14450,19,695.14
Mississippi,Oktibbeha,South,Nonmetro,49048,20091,13.3,458.2
Mississippi,Panola,South,Nonmetro,34373,19525,10.3,685.14
Mississippi,Pearl River,South,Nonmetro,55196,19786,12.1,810.86
Mississippi,Perry,South,Metro,12187,17928,12.9,647.25
Mississippi,Pike,South,Nonmetro,40075,17777,9.5,409.02
Mississippi,Pontotoc,South,Nonmetro,30517,19695,6.6,497.69
Mississippi,Prentiss,South,Nonmetro,25380,17644,10.2,414.98
Mississippi,Quitman,South,Nonmetro,7761,14503,25.3,405.01
Mississippi,Rankin,South,Metro,146761,27389,5.4,775.49
Mississippi,Scott,South,Nonmetro,28293,17256,13.1,609.19
Mississippi,Sharkey,South,Nonmetro,4805,15993,22.1,431.72
Mississippi,Simpson,South,Metro,27401,17412,10.9,589.16
Mississippi,Smith,South,Nonmetro,16257,21050,4.8,636.25
Mississippi,Stone,South,Nonmetro,17978,19484,9.7,445.49
Mississippi,Sunflower,South,Nonmetro,27911,13718,20.1,697.75
Mississippi,Tallahatchie,South,Nonmetro,14959,13819,19,645.29
Mississippi,Tate,South,Metro,28415,21547,10,404.76
Mississippi,Tippah,South,Nonmetro,22054,20012,12.2,457.82
Mississippi,Tishomingo,South,Nonmetro,19539,18881,10.5,424.25
Mississippi,Tunica,South,Metro,10477,17246,12.4,454.67
Mississippi,Union,South,Nonmetro,27811,18889,10.7,415.6
Mississippi,Walthall,South,Nonmetro,14978,17872,11.1,403.94
Mississippi,Warren,South,Nonmetro,48020,22417,8,588.5
Mississippi,Washington,South,Nonmetro,49499,17160,21.7,724.74
Mississippi,Wayne,South,Nonmetro,20564,20231,9.4,810.75
Mississippi,Webster,South,Nonmetro,9999,19938,11.2,420.94
Mississippi,Wilkinson,South,Nonmetro,9345,15307,9.7,678.11
Mississippi,Winston,South,Nonmetro,18697,19199,12.3,607.25
Mississippi,Yalobusha,South,Nonmetro,12381,19679,5.7,467.13
Mississippi,Yazoo,South,Metro,27911,14934,19.8,922.95
Missouri,Adair,North Central,Nonmetro,25560,19671,7.9,567.32
Missouri,Andrew,North Central,Metro,17328,26778,5,432.7
Missouri,Atchison,North Central,Nonmetro,5440,26069,4.3,547.3
Missouri,Audrain,North Central,Nonmetro,25783,18934,8.8,692.24
Missouri,Barry,North Central,Nonmetro,35726,19313,11.4,778.25
Missouri,Barton,North Central,Nonmetro,12166,20780,6.5,591.92
Missouri,Bates,North Central,Metro,16643,21715,6.6,836.69
Missouri,Benton,North Central,Nonmetro,18854,19122,10.2,704.06
Missouri,Bollinger,North Central,Metro,12356,19605,4,617.91
Missouri,Boone,North Central,Metro,170770,27150,5,685.41
Missouri,Buchanan,North Central,Metro,89561,22218,7.5,408.03
Missouri,Butler,North Central,Nonmetro,42951,19473,9.4,694.67
Missouri,Caldwell,North Central,Metro,9083,23082,5.2,426.39
Missouri,Callaway,North Central,Metro,44566,22520,5.1,834.58
Missouri,Camden,North Central,Nonmetro,43927,23996,9.1,655.92
Missouri,Cape Girardeau,North Central,Metro,77606,24479,6.3,578.54
Missouri,Carroll,North Central,Nonmetro,9096,23403,8.9,694.62
Missouri,Carter,North Central,Nonmetro,6284,20318,9.7,507.36
Missouri,Cass,North Central,Metro,100781,28398,6.7,696.84
Missouri,Cedar,North Central,Nonmetro,13892,18255,10.5,474.48
Missouri,Chariton,North Central,Nonmetro,7650,20953,3.8,751.18
Missouri,Christian,North Central,Metro,80904,24730,6.4,562.65
Missouri,Clark,North Central,Nonmetro,6919,23463,4.5,504.69
Missouri,Clay,North Central,Metro,230361,29793,6.1,397.3
Missouri,Clinton,North Central,Metro,20498,25500,5.8,418.96
Missouri,Cole,North Central,Metro,76533,26014,4.9,393.75
Missouri,Cooper,North Central,Nonmetro,17593,23252,5.7,564.77
Missouri,Crawford,North Central,Nonmetro,24660,19017,12.7,742.52
Missouri,Dade,North Central,Nonmetro,7618,20828,7.9,490.01
Missouri,Dallas,North Central,Metro,16564,17494,13.2,540.77
Missouri,Daviess,North Central,Nonmetro,8277,19208,5.7,563.24
Missouri,DeKalb,North Central,Metro,12782,17125,6.8,421.36
Missouri,Dent,North Central,Nonmetro,15612,19747,9.2,752.79
Missouri,Douglas,North Central,Nonmetro,13516,17343,9,813.63
Missouri,Dunklin,North Central,Nonmetro,31562,18009,8.1,541.07
Missouri,Franklin,North Central,Metro,101828,25241,7.2,922.68
Missouri,Gasconade,North Central,Nonmetro,14948,22845,6.1,517.8
Missouri,Gentry,North Central,Nonmetro,6785,20687,6.3,491.42
Missouri,Greene,North Central,Metro,283206,24097,6.8,675.3
Missouri,Grundy,North Central,Nonmetro,10256,19365,4.5,435.28
Missouri,Harrison,North Central,Nonmetro,8722,19906,5.8,722.5
Missouri,Henry,North Central,Nonmetro,22034,23961,7.4,696.95
Missouri,Hickory,North Central,Nonmetro,9335,18153,12.6,399.09
Missouri,Holt,North Central,Nonmetro,4615,25319,5.2,462.69
Missouri,Howard,North Central,Nonmetro,10182,22158,6.3,463.85
Missouri,Howell,North Central,Nonmetro,40326,18817,8.3,927.25
Missouri,Iron,North Central,Nonmetro,10322,19559,11.4,550.26
Missouri,Jackson,North Central,Metro,680905,26629,7.6,604.46
Missouri,Jasper,North Central,Metro,117184,22431,6,638.49
Missouri,Jefferson,North Central,Metro,221577,25247,8.3,656.63
Missouri,Johnson,North Central,Nonmetro,54155,22722,8,829.28
Missouri,Knox,North Central,Nonmetro,4035,22397,7.4,504.01
Missouri,Laclede,North Central,Nonmetro,35514,19567,8.8,764.72
Missouri,Lafayette,North Central,Metro,32916,24266,6.9,628.43
Missouri,Lawrence,North Central,Nonmetro,38244,19508,7,611.74
Missouri,Lewis,North Central,Nonmetro,10172,20042,5.6,505.04
Missouri,Lincoln,North Central,Metro,53850,22232,9.5,626.56
Missouri,Linn,North Central,Nonmetro,12401,19889,4.5,615.56
Missouri,Livingston,North Central,Nonmetro,15042,22557,5.1,532.33
Missouri,McDonald,North Central,Metro,22763,18498,8.7,539.48
Missouri,Macon,North Central,Nonmetro,15460,19738,8.7,801.23
Missouri,Madison,North Central,Nonmetro,12401,17179,10.2,494.39
Missouri,Maries,North Central,Nonmetro,9057,20731,10,526.98
Missouri,Marion,North Central,Nonmetro,28840,21614,7.2,436.92
Missouri,Mercer,North Central,Nonmetro,3718,20404,4.6,453.84
Missouri,Miller,North Central,Nonmetro,24956,21268,8.1,592.6
Missouri,Mississippi,North Central,Nonmetro,14208,16515,12.2,411.58
Missouri,Moniteau,North Central,Metro,15801,20901,6.7,415.03
Missouri,Monroe,North Central,Nonmetro,8680,20921,5.9,647.65
Missouri,Montgomery,North Central,Nonmetro,11939,20710,9.4,536.25
Missouri,Morgan,North Central,Nonmetro,20225,18431,11.7,597.63
Missouri,New Madrid,North Central,Nonmetro,18411,19918,8.8,674.84
Missouri,Newton,North Central,Metro,58777,22735,6.1,624.77
Missouri,Nodaway,North Central,Nonmetro,23186,18307,7.2,876.96
Missouri,Oregon,North Central,Nonmetro,10979,17070,7.1,789.8
Missouri,Osage,North Central,Metro,13758,23918,2.9,604.35
Missouri,Ozark,North Central,Nonmetro,9537,16959,12.6,744.97
Missouri,Pemiscot,North Central,Nonmetro,17837,16902,11.2,492.54
Missouri,Perry,North Central,Nonmetro,19100,23695,4.2,474.35
Missouri,Pettis,North Central,Nonmetro,42215,20494,6.4,682.22
Missouri,Phelps,North Central,Nonmetro,45029,21611,7,671.78
Missouri,Pike,North Central,Nonmetro,18517,19005,6.5,670.44
Missouri,Platte,North Central,Metro,93394,35666,5.6,420.19
Missouri,Polk,North Central,Metro,31107,19908,9.5,635.52
Missouri,Pulaski,North Central,Nonmetro,53443,19568,12.7,547.1
Missouri,Putnam,North Central,Nonmetro,4895,20203,2.8,517.32
Missouri,Ralls,North Central,Nonmetro,10243,23442,6.2,469.78
Missouri,Randolph,North Central,Nonmetro,25135,18151,8.9,482.68
Missouri,Ray,North Central,Metro,23031,24101,8.2,568.81
Missouri,Reynolds,North Central,Nonmetro,6578,20082,11.1,808.48
Missouri,Ripley,North Central,Nonmetro,13990,17315,10.1,629.54
Missouri,St. Charles,North Central,Metro,374805,32946,5.1,560.44
Missouri,St. Clair,North Central,Nonmetro,9520,18840,9.3,669.98
Missouri,Ste. Genevieve,North Central,Nonmetro,17990,23772,5.4,499.15
Missouri,St. Francois,North Central,Nonmetro,66010,19315,8.3,451.89
Missouri,St. Louis,North Central,Metro,1001327,35570,7.4,507.8
Missouri,Saline,North Central,Nonmetro,23334,20339,5.5,755.5
Missouri,Schuyler,North Central,Nonmetro,4395,19650,7.4,307.3
Missouri,Scotland,North Central,Nonmetro,4873,20859,4,436.67
Missouri,Scott,North Central,Nonmetro,39061,20542,6.8,419.99
Missouri,Shannon,North Central,Nonmetro,8317,19658,9.2,1003.82
Missouri,Shelby,North Central,Nonmetro,6179,20569,5.8,500.86
Missouri,Stoddard,North Central,Nonmetro,29837,21797,9.1,823.22
Missouri,Stone,North Central,Nonmetro,31375,22473,10.8,464.03
Missouri,Sullivan,North Central,Nonmetro,6512,19930,6,647.98
Missouri,Taney,North Central,Nonmetro,53555,20520,9,632.44
Missouri,Texas,North Central,Nonmetro,25735,17741,8.1,1177.27
Missouri,Vernon,North Central,Nonmetro,20878,20479,5.4,826.4
Missouri,Warren,North Central,Metro,33043,24033,8.9,428.6
Missouri,Washington,North Central,Nonmetro,25048,17762,12.2,759.91
Missouri,Wayne,North Central,Nonmetro,13397,18748,9.5,759.18
Missouri,Webster,North Central,Metro,36690,19956,6.3,592.56
Missouri,Worth,North Central,Nonmetro,2082,23815,4.3,266.61
Missouri,Wright,North Central,Nonmetro,18449,18481,9.4,681.77
Missouri,St. Louis city,North Central,Metro,317850,23945,12.4,61.91
Montana,Beaverhead,West,Nonmetro,9291,26763,6.5,5541.62
Montana,Big Horn,West,Nonmetro,13141,16244,19.9,4995.46
Montana,Blaine,West,Nonmetro,6598,17442,13.4,4227.55
Montana,Broadwater,West,Nonmetro,5692,29188,4.5,1192.54
Montana,Carbon,West,Metro,10268,28153,3.9,2048.79
Montana,Carter,West,Nonmetro,1227,29391,2.3,3340.75
Montana,Cascade,West,Metro,82090,25870,5.1,2698.16
Montana,Chouteau,West,Nonmetro,5855,22032,4.3,3972.49
Montana,Custer,West,Nonmetro,11945,25506,3.8,3783.36
Montana,Daniels,West,Nonmetro,1758,33140,2.6,1426.11
Montana,Dawson,West,Nonmetro,9365,27878,2,2371.87
Montana,Deer Lodge,West,Nonmetro,9211,23156,3.9,736.53
Montana,Fallon,West,Nonmetro,3057,32755,3.3,1620.77
Montana,Fergus,West,Nonmetro,11468,26111,3.1,4339.8
Montana,Flathead,West,Nonmetro,93333,26388,7,5087.66
Montana,Gallatin,West,Nonmetro,95323,30293,6.3,2602.69
Montana,Garfield,West,Nonmetro,1047,26142,0.2,4675.36
Montana,Glacier,West,Nonmetro,13672,16892,14.4,2995.94
Montana,Golden Valley,West,Metro,756,21562,3.5,1175.34
Montana,Granite,West,Nonmetro,3168,27136,7.2,1727.42
Montana,Hill,West,Nonmetro,16523,20869,4,2898.96
Montana,Jefferson,West,Nonmetro,11502,30886,6.6,1656.26
Montana,Judith Basin,West,Nonmetro,1997,26595,3.9,1869.82
Montana,Lake,West,Nonmetro,29157,22278,9.9,1490.15
Montana,Lewis and Clark,West,Nonmetro,65357,28476,4.9,3458.83
Montana,Liberty,West,Nonmetro,2369,23587,4.5,1430.05
Montana,Lincoln,West,Nonmetro,19337,22856,13.1,3612.92
Montana,McCone,West,Nonmetro,1728,28654,0.8,2643.17
Montana,Madison,West,Nonmetro,7767,29700,4.8,3587.48
Montana,Meagher,West,Nonmetro,1898,20736,3.9,2391.91
Montana,Mineral,West,Nonmetro,4238,20691,11.8,1219.44
Montana,Missoula,West,Metro,111966,26779,8.2,2593.42
Montana,Musselshell,West,Nonmetro,4790,23545,4.6,1868.16
Montana,Park,West,Nonmetro,15708,27045,5.4,2803.06
Montana,Petroleum,West,Nonmetro,443,25378,6.6,1654.87
Montana,Phillips,West,Nonmetro,4167,22139,6.3,5140.04
Montana,Pondera,West,Nonmetro,6206,22797,6,1622.86
Montana,Powder River,West,Nonmetro,1703,29902,4.5,3297.3
Montana,Powell,West,Nonmetro,6975,21536,2.2,2326.39
Montana,Prairie,West,Nonmetro,1372,23285,8.1,1736.74
Montana,Ravalli,West,Nonmetro,40823,22482,8.2,2390.82
Montana,Richland,West,Nonmetro,11132,32900,2.5,2084.14
Montana,Roosevelt,West,Nonmetro,11072,16182,6.8,2354.79
Montana,Rosebud,West,Nonmetro,9352,23238,10.6,5010.4
Montana,Sanders,West,Nonmetro,11346,20169,9.3,2760.52
Montana,Sheridan,West,Nonmetro,3630,30814,2.7,1677.08
Montana,Silver Bow,West,Nonmetro,34549,24383,7,718.48
Montana,Stillwater,West,Nonmetro,9288,29217,3.6,1795.35
Montana,Sweet Grass,West,Nonmetro,3633,25522,0.9,1855.21
Montana,Teton,West,Nonmetro,6074,24443,5.1,2272.38
Montana,Toole,West,Nonmetro,5150,22101,3.1,1915.65
Montana,Treasure,West,Nonmetro,812,20758,0.8,977.4
Montana,Valley,West,Nonmetro,7577,26337,2.6,4925.82
Montana,Wheatland,West,Nonmetro,2115,19385,3.4,1423.2
Montana,Wibaux,West,Nonmetro,986,23875,3,889.27
Montana,Yellowstone,West,Metro,153692,29576,4.1,2633.29
Nebraska,Adams,North Central,Nonmetro,31442,27690,5.5,563.27
Nebraska,Antelope,North Central,Nonmetro,6486,26763,1.6,857.22
Nebraska,Arthur,North Central,Nonmetro,448,22035,4,715.36
Nebraska,Banner,North Central,Nonmetro,820,31735,5.4,746.11
Nebraska,Blaine,North Central,Nonmetro,551,21854,0.7,710.87
Nebraska,Boone,North Central,Nonmetro,5373,27799,1.2,686.55
Nebraska,Box Butte,North Central,Nonmetro,11310,25897,3.9,1075.29
Nebraska,Boyd,North Central,Nonmetro,2039,24085,1.1,539.94
Nebraska,Brown,North Central,Nonmetro,3078,26390,0.7,1221.33
Nebraska,Buffalo,North Central,Nonmetro,47958,26846,3.5,968.11
Nebraska,Burt,North Central,Nonmetro,6647,24332,3.3,491.58
Nebraska,Butler,North Central,Nonmetro,8256,29457,4.2,584.91
Nebraska,Cass,North Central,Metro,25360,30694,3.8,557.45
Nebraska,Cedar,North Central,Nonmetro,8675,27774,2.2,740.31
Nebraska,Chase,North Central,Nonmetro,3897,29905,0.7,894.42
Nebraska,Cherry,North Central,Nonmetro,5770,26229,2.6,5960.42
Nebraska,Cheyenne,North Central,Nonmetro,10077,30339,1.6,1196.29
Nebraska,Clay,North Central,Nonmetro,6382,26324,2.8,572.29
Nebraska,Colfax,North Central,Nonmetro,10522,22857,6.4,411.66
Nebraska,Cuming,North Central,Nonmetro,9078,25318,3.3,570.62
Nebraska,Custer,North Central,Nonmetro,10802,29406,2.3,2575.52
Nebraska,Dakota,North Central,Metro,20798,20543,7.4,264.26
Nebraska,Dawes,North Central,Nonmetro,9136,22176,2.6,1396.46
Nebraska,Dawson,North Central,Nonmetro,24069,22098,4.8,1013.1
Nebraska,Deuel,North Central,Nonmetro,1946,27439,4.3,439.85
Nebraska,Dixon,North Central,Metro,5866,24286,4.5,476.23
Nebraska,Dodge,North Central,Nonmetro,36725,25112,5.1,528.71
Nebraska,Douglas,North Central,Metro,537655,29842,5.7,328.46
Nebraska,Dundy,North Central,Nonmetro,2015,28870,4,919.68
Nebraska,Fillmore,North Central,Nonmetro,5697,27875,3.4,575.37
Nebraska,Franklin,North Central,Nonmetro,3105,28426,3.5,575.82
Nebraska,Frontier,North Central,Nonmetro,2573,25837,2.4,974.59
Nebraska,Furnas,North Central,Nonmetro,4887,22769,3.4,719.13
Nebraska,Gage,North Central,Nonmetro,21818,26207,4.3,851.49
Nebraska,Garden,North Central,Nonmetro,1823,30790,3.1,1704.28
Nebraska,Garfield,North Central,Nonmetro,1933,23612,3.5,569.79
Nebraska,Gosper,North Central,Nonmetro,1976,27402,5.1,458.16
Nebraska,Grant,North Central,Nonmetro,769,21782,3.5,776.22
Nebraska,Greeley,North Central,Nonmetro,2476,23333,1.9,569.81
Nebraska,Hall,North Central,Metro,60792,23995,6,546.29
Nebraska,Hamilton,North Central,Metro,9100,30424,2.5,542.88
Nebraska,Harlan,North Central,Nonmetro,3458,26139,1.7,553.47
Nebraska,Hayes,North Central,Nonmetro,1084,26221,1.8,713.06
Nebraska,Hitchcock,North Central,Nonmetro,2879,23152,3,709.94
Nebraska,Holt,North Central,Nonmetro,10398,25672,0.9,2412.4
Nebraska,Hooker,North Central,Nonmetro,681,22949,2.9,721.12
Nebraska,Howard,North Central,Metro,6347,26658,4,569.34
Nebraska,Jefferson,North Central,Nonmetro,7433,25469,4,570.19
Nebraska,Johnson,North Central,Nonmetro,5167,21488,3.6,376.05
Nebraska,Kearney,North Central,Nonmetro,6549,27360,3.8,516.24
Nebraska,Keith,North Central,Nonmetro,8146,26422,2.8,1061.6
Nebraska,Keya Paha,North Central,Nonmetro,711,26666,1.1,773.07
Nebraska,Kimball,North Central,Nonmetro,3720,24255,5.1,951.85
Nebraska,Knox,North Central,Nonmetro,8556,26560,3.3,1108.35
Nebraska,Lancaster,North Central,Metro,298080,27764,5.1,837.55
Nebraska,Lincoln,North Central,Nonmetro,35896,27056,4.2,2564.07
Nebraska,Logan,North Central,Nonmetro,851,25920,0.9,570.66
Nebraska,Loup,North Central,Nonmetro,548,27794,0.7,568.29
Nebraska,McPherson,North Central,Nonmetro,433,27364,0.9,858.98
Nebraska,Madison,North Central,Nonmetro,35111,26083,3.1,572.74
Nebraska,Merrick,North Central,Metro,7776,26136,5.2,484.88
Nebraska,Morrill,North Central,Nonmetro,4874,24869,4,1423.84
Nebraska,Nance,North Central,Nonmetro,3639,25479,3.2,441.63
Nebraska,Nemaha,North Central,Nonmetro,7168,27087,8,407.38
Nebraska,Nuckolls,North Central,Nonmetro,4391,24447,2.9,575.16
Nebraska,Otoe,North Central,Nonmetro,15842,26032,4.6,615.63
Nebraska,Pawnee,North Central,Nonmetro,2726,29030,4.6,431.08
Nebraska,Perkins,North Central,Nonmetro,2924,29171,1.7,883.34
Nebraska,Phelps,North Central,Nonmetro,9216,26697,1.7,539.79
Nebraska,Pierce,North Central,Nonmetro,7184,26668,4.7,573.25
Nebraska,Platte,North Central,Nonmetro,32642,25869,4.5,674.06
Nebraska,Polk,North Central,Nonmetro,5271,30428,1.9,438.35
Nebraska,Red Willow,North Central,Nonmetro,10946,23387,4.1,716.99
Nebraska,Richardson,North Central,Nonmetro,8201,25358,3.4,551.84
Nebraska,Rock,North Central,Nonmetro,1401,29205,1.7,1008.32
Nebraska,Saline,North Central,Nonmetro,14360,21955,3.4,574.02
Nebraska,Sarpy,North Central,Metro,169192,30902,4.4,238.99
Nebraska,Saunders,North Central,Metro,20913,29637,3.5,750.23
Nebraska,Scotts Bluff,North Central,Nonmetro,36684,25064,5.5,739.4
Nebraska,Seward,North Central,Metro,16998,28124,3.5,571.43
Nebraska,Sheridan,North Central,Nonmetro,5294,23734,1.4,2440.86
Nebraska,Sherman,North Central,Nonmetro,3107,26416,3.1,565.83
Nebraska,Sioux,North Central,Nonmetro,1249,27216,1.3,2066.74
Nebraska,Stanton,North Central,Nonmetro,6081,27463,2.6,427.95
Nebraska,Thayer,North Central,Nonmetro,5182,29120,1.7,573.81
Nebraska,Thomas,North Central,Nonmetro,675,30475,0,713.24
Nebraska,Thurston,North Central,Nonmetro,6946,18529,14.4,393.58
Nebraska,Valley,North Central,Nonmetro,4254,25951,1.4,568.05
Nebraska,Washington,North Central,Metro,20257,31151,1.4,389.96
Nebraska,Wayne,North Central,Nonmetro,9425,26031,3,442.92
Nebraska,Webster,North Central,Nonmetro,3697,22385,4.7,574.91
Nebraska,Wheeler,North Central,Nonmetro,847,30126,2.9,575.18
Nebraska,York,North Central,Nonmetro,13825,27646,2,572.51
Nevada,Churchill,West,Nonmetro,24252,24202,11.9,4930.46
Nevada,Clark,West,Metro,2035572,26048,10.8,7891.43
Nevada,Douglas,West,Nonmetro,47259,33057,8.5,709.72
Nevada,Elko,West,Nonmetro,51562,29988,5.5,17169.83
Nevada,Esmeralda,West,Nonmetro,1141,20984,11.9,3581.88
Nevada,Eureka,West,Nonmetro,1669,30459,4.7,4175.68
Nevada,Humboldt,West,Nonmetro,17067,27255,7.8,9640.76
Nevada,Lander,West,Nonmetro,5946,29390,12,5490.11
Nevada,Lincoln,West,Nonmetro,5194,23924,11.8,10633.2
Nevada,Lyon,West,Nonmetro,51657,23173,13.6,2001.19
Nevada,Mineral,West,Nonmetro,4566,24146,15.4,3752.84
Nevada,Nye,West,Nonmetro,42625,23085,13.4,18181.92
Nevada,Pershing,West,Nonmetro,6722,17332,9.5,6036.56
Nevada,Storey,West,Metro,3929,35115,10.3,262.92
Nevada,Washoe,West,Metro,435019,28757,9.1,6302.37
Nevada,White Pine,West,Nonmetro,9974,24359,10.6,8875.65
Nevada,Carson City,West,Metro,54482,26127,11.3,144.66
New Hampshire,Belknap,Northeast,Nonmetro,60399,31644,5.3,400.23
New Hampshire,Carroll,Northeast,Nonmetro,47513,32612,5.8,931.06
New Hampshire,Cheshire,Northeast,Nonmetro,76430,30181,6.1,706.66
New Hampshire,Coos,Northeast,Nonmetro,31870,24546,6.9,1794.69
New Hampshire,Grafton,Northeast,Nonmetro,89341,32469,5,1708.75
New Hampshire,Hillsborough,Northeast,Metro,403972,35242,5.9,876.14
New Hampshire,Merrimack,Northeast,Nonmetro,147262,32020,5.2,934.12
New Hampshire,Rockingham,Northeast,Metro,299006,40469,5.6,694.72
New Hampshire,Strafford,Northeast,Metro,125273,29917,6.5,368.98
New Hampshire,Sullivan,Northeast,Nonmetro,43135,29004,5.8,537.31
New Jersey,Atlantic,Northeast,Metro,275376,28005,12.5,555.7
New Jersey,Bergen,Northeast,Metro,926330,44002,6.5,233.01
New Jersey,Burlington,Northeast,Metro,450556,37255,8.5,798.58
New Jersey,Camden,Northeast,Metro,511998,30822,10.2,221.26
New Jersey,Cape May,Northeast,Metro,95805,33028,10,251.43
New Jersey,Cumberland,Northeast,Metro,157035,22417,11.1,483.7
New Jersey,Essex,Northeast,Metro,791609,32708,13,126.21
New Jersey,Gloucester,Northeast,Metro,290298,34025,9.2,322.01
